timestamp,open,high,low,close
2024-08-23,162.61999,163.15300,161.19900,161.62700
2024-08-18,160.71500,163.75700,160.47000,163.11700
2024-08-11,157.89000,161.93100,157.34599,160.47200
2024-08-04,166.41000,167.91600,154.43500,159.85001
2024-07-28,170.84300,170.84500,164.85300,167.28900
2024-07-21,172.33600,172.91100,170.12199,171.30000
2024-07-14,174.21300,175.41299,171.46400,172.32700
2024-07-07,173.39900,174.62300,173.08000,173.90300
2024-06-30,171.37500,173.66200,170.70000,172.73000
2024-06-23,169.36900,171.39000,168.96400,170.85001
2024-06-16,169.02000,170.11301,167.55400,168.60400
2024-06-09,170.22800,170.71899,168.11301,169.03999
2024-06-02,170.34700,170.88300,169.03999,170.58000
2024-05-26,169.82201,170.49499,169.22800,170.16100
2024-05-19,168.59000,169.69501,167.32400,169.34500
2024-05-12,166.07800,168.61400,165.67999,167.81700
2024-05-05,167.39600,168.62801,164.02499,165.20100
2024-04-28,164.92500,171.35200,164.60001,169.39999
2024-04-21,163.83000,165.08501,163.05299,164.81000
2024-04-14,164.92200,165.16100,162.31100,163.21001
2024-04-07,162.75101,164.90100,162.60001,164.28301
2024-03-31,164.04800,164.40300,162.78200,163.39400
2024-03-24,162.17300,165.30701,162.12300,163.52100
2024-03-17,160.38901,162.67500,160.28301,162.09700
2024-03-10,163.31900,163.36000,160.21899,160.60899
2024-03-03,163.36800,163.50101,161.67999,162.74699
2024-02-25,161.89300,163.68401,161.69701,162.83099
2024-02-18,160.92700,161.91000,160.78000,161.86700
2024-02-11,159.65199,161.24899,159.00900,161.06799
2024-02-04,159.75600,160.30701,158.09199,160.08099
2024-01-28,161.13699,161.67700,159.41800,160.61700
2024-01-21,159.56300,161.83900,159.24300,161.34000
2024-01-14,157.93401,160.16400,157.21001,158.86400
2024-01-07,155.76500,158.96500,155.08000,158.34000
2023-12-31,156.71201,158.34599,155.59000,155.89934
2023-12-24,155.89300,158.53200,147.79059,156.78999
2023-12-17,157.25700,157.47200,153.94000,155.05100
2023-12-10,159.66299,159.69800,153.87700,156.07600
2023-12-03,162.64000,162.88001,158.72000,159.38699
2023-11-26,162.37900,163.63001,161.27100,163.62801
2023-11-19,162.27000,164.28000,161.78101,163.53400
2023-11-12,160.75501,162.35400,160.44200,161.91100
2023-11-05,158.24499,160.96001,158.24100,160.38200
2023-10-29,159.78999,159.91000,157.69800,158.14600
2023-10-22,157.86301,159.45700,157.60500,158.71201
2023-10-15,156.90915,158.59900,156.77600,157.35500
2023-10-08,157.04201,157.98399,155.77400,157.61600
2023-10-01,157.60100,158.44299,156.70000,157.96201
2023-09-24,157.81500,158.42101,157.04601,158.04401
2023-09-17,157.64101,158.63600,156.72700,157.74100
2023-09-10,158.13600,158.50900,156.59500,157.65401
2023-09-03,158.54500,159.73300,157.06500,157.36000
2023-08-27,159.36700,159.47200,156.86800,158.20799
2023-08-20,158.63400,159.36999,157.76800,158.02000
2023-08-13,156.80901,159.19900,156.38200,158.48801
2023-08-06,156.51300,157.48700,155.55200,156.09599
2023-07-30,156.54601,157.23100,151.39000,155.16800
2023-07-23,155.88699,158.03000,154.90801,157.69299
2023-07-16,155.49100,156.32600,153.53799,155.70399
2023-07-09,157.77400,157.76900,155.33400,155.95000
2023-07-02,156.51199,157.99300,156.40801,157.49200
2023-06-25,155.00700,156.81700,154.06100,156.54800
2023-06-18,150.09100,155.28000,150.03000,155.17999
2023-06-11,149.29401,150.42400,148.62399,149.82001
2023-06-04,150.37100,150.60200,148.68201,149.97900
2023-05-28,149.91000,151.02200,148.85001,151.04900
2023-05-21,147.92300,149.91000,147.63300,149.01300
2023-05-14,148.51800,148.67600,146.12801,147.39500
2023-05-07,150.88200,151.58900,147.17700,148.96300
2023-04-30,148.24000,150.93600,146.45500,150.19701
2023-04-23,146.87300,148.45599,146.39999,147.24200
2023-04-16,145.06200,147.42900,144.87100,147.13001
2023-04-09,144.31799,145.39900,142.53999,144.15300
2023-04-02,141.81799,145.62900,141.03600,144.04601
2023-03-26,140.83900,143.60500,139.09700,141.02100
2023-03-19,142.74300,144.95100,138.88300,141.25301
2023-03-12,145.31100,145.43300,141.36600,143.66000
2023-03-05,144.60899,145.55200,144.06900,144.52400
2023-02-26,143.50000,144.44299,142.25700,143.95000
2023-02-19,141.99400,143.65900,141.52499,143.50400
2023-02-12,142.28000,142.36600,139.58900,140.45900
2023-02-05,141.56900,142.77499,139.94000,142.43700
2023-01-29,141.97200,142.27800,140.54900,141.16200
2023-01-22,138.96001,142.05701,137.91499,140.64999
2023-01-15,141.37300,142.84199,138.01700,138.57800
2023-01-08,139.64900,141.87399,137.40500,140.50700
2023-01-01,141.25000,142.93300,139.26000,140.31000
2022-12-25,145.36301,145.71100,139.27499,140.94000
2022-12-18,144.95000,146.70500,143.54500,144.54401
2022-12-11,143.43300,145.06300,143.11900,143.83900
2022-12-04,143.47800,144.81100,140.78200,141.78200
2022-11-27,145.57500,146.12700,143.05901,144.59000
2022-11-20,144.58099,145.53000,143.85899,144.88872
2022-11-13,146.88600,146.98399,142.67900,144.12801
2022-11-06,147.03000,147.09599,144.03999,145.78500
2022-10-30,147.17900,147.73200,145.56799,147.13800
2022-10-23,146.63600,148.36200,144.14000,145.72800
2022-10-16,141.44200,146.42999,141.01800,144.74800
2022-10-09,142.08299,144.06500,140.90100,141.61700
2022-10-02,139.00301,142.43900,138.06000,141.80499
2022-09-25,143.63699,144.01900,137.87300,139.00101
2022-09-18,144.42400,144.99400,142.31700,143.07600
2022-09-11,139.72800,145.61000,139.60300,143.60500
2022-09-04,138.73100,140.72301,138.26300,139.20399
2022-08-28,136.70000,138.81900,135.54300,137.30100
2022-08-21,135.31122,137.95100,134.95399,137.51500
2022-08-14,137.49499,138.38699,135.28101,136.67799
2022-08-07,135.00200,137.91200,133.41600,137.35800
2022-07-31,139.46800,139.82001,135.02300,136.15500
2022-07-24,140.22900,142.27699,138.75700,139.03200
2022-07-17,138.01000,140.77200,137.03000,139.63600
2022-07-10,141.71600,142.35800,136.92600,138.55600
2022-07-03,143.29401,144.20799,139.82001,140.89400
2022-06-26,142.10700,144.06500,141.42300,142.69800
2022-06-19,139.79201,142.31599,137.89999,141.91499
2022-06-12,141.30400,144.21899,139.39200,141.40500
