timestamp,open,high,low,close
2024-08-23,0.85302,0.85442,0.84517,0.84696
2024-08-18,0.85629,0.85917,0.85080,0.85149
2024-08-11,0.85628,0.86240,0.85436,0.85592
2024-08-04,0.84128,0.86180,0.84120,0.85315
2024-07-28,0.84204,0.84599,0.83917,0.84340
2024-07-21,0.84028,0.84323,0.83820,0.84271
2024-07-14,0.84509,0.84595,0.83900,0.83945
2024-07-07,0.84902,0.84951,0.84380,0.84531
2024-06-30,0.84619,0.84982,0.84300,0.84871
2024-06-23,0.84480,0.84765,0.84290,0.84567
2024-06-16,0.84574,0.84673,0.83974,0.84380
2024-06-09,0.85140,0.85244,0.84394,0.84673
2024-06-02,0.85029,0.85403,0.84837,0.85153
2024-05-26,0.85444,0.85506,0.84950,0.85170
2024-05-19,0.85920,0.86140,0.85467,0.85567
2024-05-12,0.85727,0.86187,0.85706,0.86003
2024-05-05,0.85314,0.85851,0.85299,0.85780
2024-04-28,0.86260,0.86432,0.85360,0.85590
2024-04-21,0.85362,0.86427,0.85209,0.86120
2024-04-14,0.85806,0.85820,0.85270,0.85440
2024-04-07,0.85574,0.85856,0.85400,0.85782
2024-03-31,0.85757,0.85876,0.85299,0.85401
2024-03-24,0.85422,0.86020,0.85290,0.85785
2024-03-17,0.85261,0.85621,0.85250,0.85476
2024-03-10,0.85529,0.85628,0.85040,0.85123
2024-03-03,0.85520,0.85760,0.85460,0.85638
2024-02-25,0.85600,0.85780,0.85282,0.85377
2024-02-18,0.85303,0.85695,0.84951,0.85516
2024-02-11,0.85694,0.85700,0.85161,0.85444
2024-02-04,0.85210,0.85683,0.85160,0.85405
2024-01-28,0.85601,0.85647,0.85130,0.85392
2024-01-21,0.86061,0.86190,0.85549,0.85766
2024-01-14,0.85921,0.86169,0.85853,0.85933
2024-01-07,0.86707,0.86820,0.85980,0.86032
2023-12-31,0.86703,0.87142,0.86637,0.86653
2023-12-24,0.86335,0.86855,0.85302,0.86492
2023-12-17,0.85750,0.86451,0.85567,0.85974
2023-12-10,0.85778,0.85880,0.85492,0.85744
2023-12-03,0.86731,0.86830,0.85626,0.85641
2023-11-26,0.87498,0.87512,0.86580,0.86820
2023-11-19,0.87133,0.87655,0.86891,0.87572
2023-11-12,0.86810,0.87549,0.86770,0.87416
2023-11-05,0.87253,0.87522,0.86490,0.86733
2023-10-29,0.87090,0.87403,0.86815,0.87190
2023-10-22,0.86414,0.87390,0.86300,0.87054
2023-10-15,0.86353,0.86711,0.86162,0.86562
2023-10-08,0.86674,0.86910,0.86325,0.86466
2023-10-01,0.86711,0.87050,0.86302,0.86635
2023-09-24,0.86338,0.87015,0.86170,0.86975
2023-09-17,0.85919,0.86300,0.85690,0.86046
2023-09-10,0.85487,0.86000,0.85247,0.85807
2023-09-03,0.85836,0.86094,0.85435,0.85580
2023-08-27,0.85400,0.85982,0.84942,0.85760
2023-08-20,0.85970,0.86092,0.85263,0.85348
2023-08-13,0.86078,0.86680,0.85890,0.86207
2023-08-06,0.85687,0.86539,0.85504,0.86306
2023-07-30,0.86340,0.86361,0.85450,0.85760
2023-07-23,0.85964,0.87006,0.85772,0.86551
2023-07-16,0.85550,0.85971,0.85045,0.85767
2023-07-09,0.85973,0.85969,0.85210,0.85440
2023-07-02,0.85797,0.86569,0.85695,0.85926
2023-06-25,0.85376,0.86342,0.85272,0.85675
2023-06-18,0.85966,0.86118,0.85180,0.85260
2023-06-11,0.86149,0.86241,0.85400,0.85449
2023-06-04,0.86701,0.86730,0.85677,0.86056
2023-05-28,0.86935,0.87170,0.86513,0.86843
2023-05-21,0.86800,0.87196,0.86691,0.86848
2023-05-14,0.87177,0.87326,0.86611,0.87158
2023-05-07,0.87852,0.88342,0.87130,0.87233
2023-04-30,0.88460,0.88745,0.87590,0.87678
2023-04-23,0.88274,0.88603,0.87925,0.88297
2023-04-16,0.87703,0.88642,0.87604,0.88575
2023-04-09,0.87805,0.87911,0.87291,0.87781
2023-04-02,0.87874,0.88271,0.87705,0.87916
2023-03-26,0.87322,0.88644,0.87299,0.87950
2023-03-19,0.88113,0.88428,0.87184,0.87613
2023-03-12,0.88829,0.89212,0.88114,0.88441
2023-03-05,0.87954,0.88959,0.87551,0.88335
2023-02-26,0.88718,0.88852,0.87838,0.88299
2023-02-19,0.88294,0.89281,0.88051,0.88811
2023-02-12,0.89202,0.89400,0.88240,0.88589
2023-02-05,0.87851,0.89778,0.87734,0.89582
2023-01-29,0.87813,0.88495,0.87619,0.87666
2023-01-22,0.88709,0.88858,0.87230,0.87569
2023-01-15,0.88065,0.88966,0.88010,0.88527
2023-01-08,0.88511,0.88673,0.87680,0.87944
2023-01-01,0.88019,0.88764,0.87942,0.88414
2022-12-25,0.87287,0.88325,0.86953,0.87907
2022-12-18,0.85909,0.87694,0.85595,0.87039
2022-12-11,0.86087,0.86446,0.85629,0.85900
2022-12-04,0.86479,0.86600,0.85483,0.85737
2022-11-27,0.86617,0.86981,0.85731,0.85997
2022-11-20,0.87802,0.88031,0.86592,0.86908
2022-11-13,0.86979,0.88211,0.86909,0.87530
2022-11-06,0.86210,0.87888,0.85837,0.87614
2022-10-30,0.87409,0.87555,0.85719,0.85843
2022-10-23,0.86700,0.87792,0.86377,0.86903
2022-10-16,0.87658,0.88660,0.85789,0.86630
2022-10-09,0.86740,0.88144,0.86506,0.97900
2022-10-02,0.89321,0.90630,0.86776,0.87895
2022-09-25,0.87635,0.92358,0.86897,0.89710
2022-09-18,0.86626,0.87866,0.86275,0.87656
2022-09-11,0.86030,0.87214,0.85672,0.86671
2022-09-04,0.85400,0.86760,0.85220,0.86354
2022-08-28,0.84467,0.85483,0.84084,0.84980
2022-08-21,0.84270,0.85105,0.83920,0.84908
2022-08-14,0.84377,0.84920,0.84240,0.84540
2022-08-07,0.83732,0.84515,0.83400,0.84340
2022-07-31,0.84800,0.84912,0.83460,0.83820
2022-07-24,0.84890,0.85847,0.84699,0.85088
