timestamp,open,high,low,close
2014-08-31,104.07,104.295,103.56,104.168
2014-09-07,104.339,105.67,104.326,105.18
2014-09-14,106.094,107.393,105.958,107.33
2014-09-21,107.138,109.447,106.876,108.94
2014-09-28,108.74,109.738,108.277,109.411
2014-10-05,109.412,110.058,108.1,109.802
2014-10-12,108.898,109.21,107.062,107.338
2014-10-19,107.07,107.475,105.5,107.144
2014-10-26,106.91,108.266,106.27,108.202
2014-11-02,107.851,114.185,107.72,112.841
2014-11-09,113.687,115.466,113.197,114.533
2014-11-16,114.781,116.825,114.633,116.896
2014-11-23,116.626,118.969,116.387,117.744
2014-11-30,118.408,119.085,117.26,118.864
2014-12-07,118.342,121.671,118.22,121.561
2014-12-14,120.66,120.995,117.47,118.165
2014-12-21,117.752,119.992,115.58,119.497
2014-12-28,120.142,120.788,119.999,120.424
2015-01-04,120.62,120.736,118.897,120.434
2015-01-11,119.416,119.941,118.109,118.212
2015-01-18,118.285,118.838,115.865,117.56
2015-01-25,117.74,118.754,117.194,117.361
2015-02-01,118.508,118.651,117.168,117.184
2015-02-08,117.602,119.132,116.896,118.97
2015-02-15,118.614,120.402,118.383,118.57
2015-02-22,118.506,119.393,118.244,119.076
2015-03-01,118.9,120.133,118.62,119.826
2015-03-08,120.198,121.267,119.416,120.739
2015-03-15,121.427,121.996,120.723,121.343
2015-03-22,121.373,121.507,119.599,120.027
2015-03-29,119.741,120.132,118.33,119.25
2015-04-05,120.029,120.33,118.723,118.823
2015-04-12,119.488,120.833,119.449,120.209
2015-04-19,120.058,120.061,118.547,118.818
2015-04-26,119.227,120.078,118.775,118.927
2015-05-03,119.132,120.271,118.507,120.136
2015-05-10,120.107,120.496,119.059,119.78
2015-05-17,120.118,120.27,118.89,119.33
2015-05-24,119.923,121.763,119.85,121.571
2015-05-31,121.644,124.664,121.644,124.193
2015-06-07,124.864,125.822,123.775,125.629
2015-06-14,124.598,124.723,122.522,123.29
2015-06-21,123.436,124.29,122.52,122.751
2015-06-28,123.414,124.357,122.348,122.612
2015-07-05,122.711,123.662,122.004,122.407
2015-07-12,122.652,123.51,120.515,122.496
2015-07-19,123.581,124.393,122.95,124.142
2015-07-26,124.287,124.473,123.0,123.763
2015-08-02,123.27,124.564,123.075,124.04
2015-08-09,123.943,125.031,123.814,124.3
2015-08-16,124.616,125.272,123.819,124.35
2015-08-23,124.434,124.5,116.505,121.732
2015-08-30,118.832,121.433,118.658,121.289
2015-09-06,121.113,121.113,118.793,119.164
2015-09-13,119.423,121.295,118.87,120.796
2015-09-20,120.32,120.975,119.057,120.001
2015-09-27,120.493,121.23,119.221,120.368
2015-10-04,119.793,120.399,118.7,119.995
2015-10-11,120.45,120.562,119.642,120.179
2015-10-18,120.028,120.03,118.081,119.27
2015-10-25,119.481,121.314,119.41,121.296
2015-11-01,120.957,121.433,120.175,120.495
2015-11-08,120.804,123.592,120.58,123.2
2015-11-15,123.049,123.427,122.301,122.364
2015-11-22,123.26,123.559,122.735,122.923
2015-11-29,122.945,123.252,122.25,122.83
2015-12-06,123.2,123.551,122.46,123.19
2015-12-13,123.3,123.318,120.648,120.893
2015-12-20,121.12,123.339,120.596,121.3
2015-12-27,121.207,121.3,120.039,120.231
2016-01-03,120.335,120.63,118.72,120.311
2016-01-10,119.474,119.68,117.009,117.08
2016-01-17,117.681,118.363,116.65,116.99
2016-01-24,117.397,118.844,116.017,118.572
2016-01-31,118.235,121.661,117.666,121.34
2016-02-07,120.854,121.0,115.583,116.95
2016-02-14,115.65,115.65,111.081,113.67
2016-02-21,114.318,114.868,112.526,112.489
2016-02-28,112.953,113.93,111.112,113.66
2016-03-06,112.421,114.541,112.173,113.803
2016-03-13,113.482,114.432,112.24,113.778
2016-03-20,113.827,113.927,110.69,111.445
2016-03-27,112.144,113.68,111.412,113.45
2016-04-03,113.365,113.784,111.135,111.722
2016-04-10,111.244,111.244,107.664,108.311
2016-04-17,107.95,109.73,107.869,108.017
2016-04-24,109.06,111.53,108.77,111.436
2016-05-01,111.108,111.853,106.196,106.453
2016-05-08,106.403,108.596,105.54,107.36
2016-05-15,108.37,109.454,108.242,108.661
2016-05-22,109.07,110.576,108.753,110.05
2016-05-29,109.343,111.42,109.17,110.77
2016-06-05,110.854,111.33,106.555,106.721
2016-06-12,107.4,107.873,105.745,106.504
2016-06-19,106.2,106.404,103.63,104.648
2016-06-26,103.793,106.0,99.973,102.127
2016-07-03,101.749,103.148,101.585,102.488
2016-07-10,102.52,102.69,100.096,100.692
2016-07-17,102.503,106.305,102.465,105.459
2016-07-24,106.138,107.484,105.443,106.326
2016-07-31,105.588,106.51,102.138,102.332
2016-08-07,102.307,102.795,100.748,102.145
2016-08-14,102.283,102.517,100.862,101.283
2016-08-21,101.251,101.251,99.573,100.554
2016-08-28,100.301,102.382,99.956,101.92
2016-09-04,101.812,104.285,101.756,103.934
2016-09-11,103.527,103.806,101.229,102.438
2016-09-18,101.756,103.336,101.472,102.307
2016-09-25,101.905,102.777,100.101,100.889
2016-10-02,100.384,101.81,100.141,101.563
2016-10-09,101.836,104.146,101.832,103.018
2016-10-16,103.736,104.611,103.3,104.039
2016-10-23,103.859,104.299,103.183,103.917
2016-10-30,104.29,105.495,104.024,104.565
2016-11-06,104.829,105.12,102.576,104.195
2016-11-13,104.455,108.467,101.206,106.871
2016-11-20,108.222,111.164,107.79,110.973
2016-11-27,110.677,113.89,110.285,112.652
2016-12-04,111.705,114.771,111.705,113.505
2016-12-11,113.882,116.079,113.202,115.412
2016-12-18,114.993,118.647,114.777,117.791
2016-12-25,117.044,118.231,117.0,117.31
2017-01-01,117.183,117.805,116.122,116.795
