timestamp,open,high,low,close
2014-08-31,0.79591,0.7967,0.7891,0.79115
2014-09-07,0.79031,0.80366,0.7902,0.7988
2014-09-14,0.8009,0.80635,0.7939,0.7969
2014-09-21,0.7973,0.8007,0.7809,0.78678
2014-09-28,0.7849,0.7888,0.77853,0.7802
2014-10-05,0.78136,0.78599,0.77668,0.78385
2014-10-12,0.78652,0.78983,0.7838,0.7853
2014-10-19,0.7918,0.80264,0.7903,0.79224
2014-10-26,0.7918,0.79411,0.7862,0.78767
2014-11-02,0.78776,0.79091,0.7799,0.7826
2014-11-09,0.78189,0.78635,0.7799,0.78452
2014-11-16,0.78395,0.80008,0.78023,0.79901
2014-11-23,0.7961,0.8038,0.79049,0.7906
2014-11-30,0.792,0.7976,0.78987,0.79654
2014-12-07,0.7925,0.7939,0.78396,0.7897
2014-12-14,0.7868,0.79603,0.7863,0.7925
2014-12-21,0.79548,0.8001,0.7821,0.78218
2014-12-28,0.78448,0.7867,0.78198,0.7823
2015-01-04,0.78331,0.78436,0.7745,0.78148
2015-01-11,0.7823,0.78554,0.7786,0.78147
2015-01-18,0.7797,0.7829,0.75976,0.7636
2015-01-25,0.76843,0.77124,0.74265,0.74227
2015-02-01,0.7456,0.75561,0.74348,0.7495
2015-02-08,0.7543,0.75805,0.74128,0.7425
2015-02-15,0.7443,0.74533,0.73719,0.73978
2015-02-22,0.738,0.74426,0.734,0.7395
2015-03-01,0.7334,0.73474,0.7242,0.7243
2015-03-08,0.7278,0.7286,0.71813,0.72003
2015-03-15,0.7171,0.71762,0.7014,0.7103
2015-03-22,0.71307,0.73303,0.71186,0.72422
2015-03-29,0.73191,0.73835,0.72669,0.73117
2015-04-05,0.73124,0.73781,0.72275,0.7367
2015-04-12,0.7343,0.73498,0.72038,0.7244
2015-04-19,0.7206,0.72342,0.7164,0.72212
2015-04-26,0.72083,0.7211,0.7117,0.71608
2015-05-03,0.7144,0.74168,0.7133,0.7384
2015-05-10,0.7372,0.74811,0.7143,0.7252
2015-05-17,0.7154,0.7283,0.71251,0.72689
2015-05-24,0.7229,0.72317,0.70735,0.71029
2015-05-31,0.70908,0.72,0.70559,0.71671
2015-06-07,0.7187,0.73824,0.71793,0.7275
2015-06-14,0.73518,0.73876,0.71974,0.7209
2015-06-21,0.7228,0.72496,0.7124,0.71582
2015-06-28,0.71676,0.71735,0.69927,0.6992
2015-07-05,0.71298,0.71312,0.70631,0.7069
2015-07-12,0.708,0.7223,0.7065,0.71726
2015-07-19,0.7096,0.71356,0.6937,0.6941
2015-07-26,0.6957,0.7157,0.6946,0.7067
2015-08-02,0.7124,0.713,0.69871,0.7018
2015-08-09,0.70237,0.70963,0.69513,0.7075
2015-08-16,0.7066,0.71688,0.7038,0.70873
2015-08-23,0.7107,0.74161,0.70272,0.7256
2015-08-30,0.7347,0.73636,0.726,0.72734
2015-09-06,0.7305,0.73862,0.7277,0.7337
2015-09-13,0.7303,0.73561,0.7239,0.73424
2015-09-20,0.7331,0.73582,0.72147,0.7271
2015-09-27,0.7214,0.74091,0.71975,0.73671
2015-10-04,0.7405,0.7441,0.7355,0.7388
2015-10-11,0.7388,0.74275,0.7334,0.7418
2015-10-18,0.7403,0.7492,0.73031,0.7356
2015-10-25,0.73216,0.73725,0.71705,0.71943
2015-11-01,0.72023,0.72495,0.7109,0.7138
2015-11-08,0.71417,0.71963,0.7043,0.71303
2015-11-15,0.7115,0.71262,0.703,0.70306
2015-11-22,0.703,0.70326,0.69813,0.70035
2015-11-29,0.70317,0.70788,0.70036,0.7037
2015-12-06,0.70198,0.72354,0.70059,0.7201
2015-12-13,0.7198,0.72931,0.7196,0.7226
2015-12-20,0.7251,0.73322,0.72144,0.72908
2015-12-27,0.73261,0.74005,0.73173,0.73447
2016-01-03,0.7369,0.74165,0.73351,0.7364
2016-01-10,0.73565,0.75396,0.73133,0.75313
2016-01-17,0.74643,0.7661,0.7451,0.76498
2016-01-24,0.7642,0.77541,0.75268,0.7573
2016-01-31,0.7619,0.76622,0.75626,0.7599
2016-02-07,0.7553,0.77548,0.75258,0.76794
2016-02-14,0.77511,0.78956,0.7698,0.773
2016-02-21,0.77317,0.7843,0.7695,0.77967
2016-02-28,0.77919,0.79262,0.7775,0.7878
2016-03-06,0.78159,0.78184,0.76968,0.77345
2016-03-13,0.7721,0.7847,0.76565,0.7764
2016-03-20,0.7772,0.79103,0.7769,0.77952
